ID;Name;Age;Gender;City;Country;CreditCard;FullAddress;UserSignUpDate;UserLastPurchaseDate;UserStatus;UserTotalPurchases;UserSegment;UserLocation;UserSourceType;UserLastLoginDate;UserPurchaseFrequency;ProductName;Category;Subcategory;Price;DatePurchase;Quantity;Rating;Comment
560;KIM JACKSON;0;M;GUTIERREZBURGH;MISMATCHED COUNTRY;2295155843759483;5553 Sharon Crossroad Apt. 368, East Barbaraside, AS 37658;2022-10-26;2022-11-15;Churned;7;frequent shopper;EAST HECTORFORT;PAID ADS;2022-12-19;YEARLY;UNKNOWN;BOOKS;NON-FICTION;21;2023-08-16;2;0;Drop trip ability important.
561;MICHELE OLIVER;16;M;YANGBOROUGH;BOTSWANA;5156108205576632;34451 Susan Pine Suite 318, Boylebury, SC 21007;2021-12-22;2022-01-16;Churned;14;high value;EAST RUSSELL;PAID ADS;2022-10-15;RARELY;ULTRASPEAKER;ELECTRONICS;SPEAKER;46;2021-09-09;4;3;Our culture away.
562;BETH HALL;0;M;PEDROCHESTER;SAMOA;5385808864755475;407 Beverly Freeway, Mariefurt, PR 96842;2022-12-29;2023-04-25;Churned;8;frequent shopper;WEST THOMAS;ORGANIC SEARCH;2023-07-10;YEARLY;FRESHSNACKS;GROCERY;SNACKS;651;2023-01-23;4;3;Value message where mother decade concern.
563;GREGORY TURNER;0;F;PORT WILLIAM;NAMIBIA;2720083470979775;PSC 5503, Box 4944, APO AE 68712;2022-08-20;2023-07-19;Active;1;occasional shopper;KELLYSIDE;REFERRAL;2023-08-03;YEARLY;NON-FICTIONGUIDE;BOOKS;NON-FICTION;95;2023-04-10;5;0;Meet effect others the evidence.
564;ANDREA MEYER;0;M;PHAMLAND;AUSTRIA;2285772482228935;23023 Weiss Streets Apt. 627, Harrisberg, OH 09948;2023-05-27;2023-08-12;Active;8;frequent shopper;ROMEROMOUTH;ORGANIC SEARCH;2023-08-13;MONTHLY;BEVERAGESBURST;GROCERY;BEVERAGES;31;2022-08-27;4;1;Religious both institution.
565;CAROL IRWIN;74;M;SOUTH CHLOE;SWAZILAND;5403083201390729;484 Haas Extension, Lynnbury, KS 90745;2022-05-03;2022-12-03;Churned;5;occasional shopper;SOUTH DYLAN;ORGANIC SEARCH;2023-08-17;YEARLY;NON-FICTIONTALES;BOOKS;NON-FICTION;858;2023-04-16;1;5;Change himself under.
566;SHARON MCKINNEY;0;M;WEST SABRINA;FRENCH POLYNESIA;5237843663463666;041 Hancock Mall, East Janet, DC 68991;2022-11-26;2023-01-19;Churned;8;frequent shopper;LAURENLAND;PAID ADS;2023-07-02;YEARLY;ULTRAPHONE;ELECTRONICS;PHONE;52;2021-07-19;3;3;Challenge ago five tax.
567;SARAH MCDONALD;31;F;CYNTHIAFURT;NIUE;2709883108415844;50264 Donald Isle Suite 293, Millerfort, CT 38223;2022-12-14;2023-08-16;Active;12;high value;JORDANSTAD;ORGANIC SEARCH;2023-08-16;MONTHLY;NON-FICTIONGUIDE;BOOKS;NON-FICTION;838;2022-07-10;8;4;Commercial several future bag east team.
568;JARED SMITH;0;F;SHELIAMOUTH;GERMANY;2273256670984065;849 Connie Summit Apt. 735, South Becky, MN 11030;2022-10-03;2022-11-18;Churned;2;occasional shopper;VANGSTAD;PAID ADS;2023-03-09;YEARLY;ULTRASPEAKER;ELECTRONICS;SPEAKER;4;2020-10-21;2;6;Really science Republican anyone expert reduce heavy.
569;DR. MICHAEL SANFORD;0;F;LAKE TAYLORMOUTH;HONDURAS;2361742691882043;02656 Hansen Crescent Suite 191, Port Rebecca, WY 54868;2023-05-11;2023-05-17;Churned;2;occasional shopper;PARKERFORT;REFERRAL;2023-07-20;YEARLY;THE ART OF NON-FICTION;BOOKS;NON-FICTION;33;2021-07-09;0;3;Lead yet piece build low table.
570;KATHLEEN HORTON;23;F;NEW JENNIFER;BURUNDI;2703915871603838;6834 Murray Throughway, Cookborough, WV 86097;2021-10-20;2021-10-30;Churned;3;occasional shopper;WEST JENNALAND;ORGANIC SEARCH;2022-01-30;RARELY;FICTIONMASTER;BOOKS;FICTION;14;2023-06-21;0;1;Raise bag accept human support rich go.
571;JENNY ADAMS;0;M;FLEMINGBURGH;ZIMBABWE;5328658634022098;51277 Steven Groves Apt. 972, Ewingfurt, MD 24727;2022-03-22;2022-04-02;Churned;7;frequent shopper;DENISEFURT;REFERRAL;2022-09-13;RARELY;FRESHBEVERAGES;GROCERY;BEVERAGES;10;2021-06-05;2;2;Money box truth.
572;RALPH RODRIGUEZ;0;F;AMYLAND;ESTONIA;2287958359454989;073 Franklin Heights, West Royland, MI 96514;2022-12-03;2023-04-22;Churned;14;high value;SOUTH ASHLEY;REFERRAL;2023-07-25;YEARLY;FRESHBEVERAGES;GROCERY;BEVERAGES;518;2022-09-30;4;1;Director director bag science store.
573;ERIN BUTLER;0;F;MATTHEWSIDE;TURKS AND CAICOS ISLANDS;2683387784687742;90769 Eric Cove, Morrisport, CT 00700;2022-10-30;2023-03-10;Churned;10;frequent shopper;NEW MEAGAN;PAID ADS;2023-06-12;YEARLY;COMFORTCHAIR;FURNITURE;CHAIR;53;2021-06-19;6;3;Reflect protect last table.
574;JOHN LEWIS;0;M;EAST ALISON;POLAND;2557153338606197;998 Alicia Walks, North Kevin, DE 59263;2022-11-17;2023-08-01;Active;6;frequent shopper;CYNTHIAVIEW;PAID ADS;2023-08-22;MONTHLY;FRESHBEVERAGES;GROCERY;BEVERAGES;227;2022-06-04;5;1;Ability care resource defense base enjoy.
575;KATHERINE GEORGE;0;F;BROWNPORT;TAJIKISTAN;5513757978440828;9634 Christopher Ways, West Allenstad, MD 23593;2023-08-15;2023-08-16;Active;1;occasional shopper;SOUTH ASHLEY;ORGANIC SEARCH;2023-08-25;MONTHLY;FICTIONTALES;BOOKS;FICTION;37;2022-08-06;5;1;Sell family or analysis.
576;MICHAEL FREEMAN;0;M;JEREMYPORT;KENYA;5579192677307675;83335 Fuller Station, Lake Michael, NC 30890;2023-05-12;2023-08-15;Active;6;frequent shopper;EAST PAUL;PAID ADS;2023-08-24;MONTHLY;TASTYBEVERAGES;GROCERY;BEVERAGES;202;2021-07-01;10;2;Southern long thought college war reach.
577;LAURA MORRIS;20;F;NEW SCOTTMOUTH;ISLE OF MAN;2719490723377231;868 Wilson Gateway, Port Susanmouth, IN 81725;2021-12-29;2022-03-23;Churned;15;high value;ANDREAFURT;PAID ADS;2023-02-04;RARELY;PROJACKET;CLOTHING;JACKET;601;2022-08-12;5;5;Good method sign under.
578;KIMBERLY HOWARD;0;M;LAKE THERESABERG;VIETNAM;2367632911621228;3186 Mckinney Skyway Apt. 776, Lake Brianberg, NE 97524;2023-05-07;2023-08-11;Active;9;frequent shopper;LAKE LISA;ORGANIC SEARCH;2023-08-14;MONTHLY;PHONEMASTER;ELECTRONICS;PHONE;516;2021-09-03;4;3;Box stage energy.
579;LISA REID;0;M;NORTH JESSICAVILLE;GHANA;5476398693782411;5801 Charles Ports, West Jimstad, DE 69355;2023-03-14;2023-04-01;Churned;9;frequent shopper;VICTORIAMOUTH;PAID ADS;2023-07-26;YEARLY;COMFORTCHAIR;FURNITURE;CHAIR;20;2022-03-03;3;6;Better laugh these girl determine include.
580;KARI ANDERSON;0;F;LEEMOUTH;ALBANIA;2233433456366101;3765 Catherine Vista Suite 870, North Richardton, NC 14401;2023-08-06;2023-08-10;Active;3;occasional shopper;NORTH SCOTTFORT;PAID ADS;2023-08-14;MONTHLY;UNKNOWN;ELECTRONICS;SPEAKER;504;2021-10-18;9;6;Raise artist help property idea see dog goal.
581;KATELYN GONZALEZ;0;M;NORTH JILLCHESTER;COSTA RICA;5433363628272609;1305 Steve Valley Suite 627, Port Melissa, OK 94428;2022-01-06;2022-07-01;Churned;12;high value;ALEXISTOWN;ORGANIC SEARCH;2023-04-03;RARELY;COMFORTTABLE;FURNITURE;TABLE;472;2022-04-03;0;6;Listen fight least money probably how.
582;GINA FOLEY;0;F;EDWARDPORT;BAHAMAS;5140366042255831;781 Christopher View Apt. 019, Michaeltown, PW 86433;2022-04-10;2022-06-01;Churned;15;high value;LAKE LINDSEY;ORGANIC SEARCH;2023-01-20;RARELY;THE ART OF EDUCATIONAL;BOOKS;EDUCATIONAL;821;2021-11-20;6;5;Local court management space.
583;WENDY RICHARDSON;60;M;VALENCIAMOUTH;SRI LANKA;2228311358211640;98349 Richard Square, Lawsonview, DE 74953;2021-10-18;2021-11-11;Churned;7;frequent shopper;NEW JAMES;ORGANIC SEARCH;2023-04-27;RARELY;FICTIONGUIDE;BOOKS;FICTION;863;2020-10-02;1;0;Form he let base recent game deep rate.
584;JEFFREY MARQUEZ;0;M;MATTHEWTOWN;DJIBOUTI;2720206041680115;1166 Roberts Light, Samuelview, CT 64594;2023-01-27;2023-04-20;Churned;1;occasional shopper;WEST CAROLYNBURY;ORGANIC SEARCH;2023-07-16;YEARLY;SHIRTFITS;CLOTHING;SHIRT;16;2022-04-22;4;1;Small although receive door.
585;MARC BARKER;16;F;WEST JESUS;PALESTINIAN TERRITORY;2706183873898115;155 Anita Islands, New Victorland, VA 55165;2023-07-10;2023-08-16;Active;3;occasional shopper;VASQUEZBURY;PAID ADS;2023-08-24;MONTHLY;PROJACKET;CLOTHING;JACKET;92;2022-02-25;7;6;Not eat personal church more.
586;PEGGY INGRAM;93;M;NORTH DEBORAHBURGH;NORTH MACEDONIA;2379928111698529;728 Sabrina Pass Suite 970, Larrystad, CT 73764;2022-07-15;2022-07-26;Churned;4;occasional shopper;LAKE DOUGLAS;PAID ADS;2023-05-25;RARELY;EDUCATIONALGUIDE;BOOKS;EDUCATIONAL;61;2021-09-23;0;2;And receive old evidence particular just whole.
587;DAVID MADDOX;60;M;ANTHONYBURGH;CYPRUS;2515025707725520;185 Ryan Forges, Brandonburgh, DE 28609;2022-07-29;2022-12-28;Churned;13;high value;EAST BETTYVILLE;ORGANIC SEARCH;2023-02-25;YEARLY;SHIRTWEAR;CLOTHING;SHIRT;380;2023-05-02;4;3;Middle become sell responsibility understand article suggest.
588;BROOKE WILKINS;0;F;WEST DEBORAHSIDE;HUNGARY;2720269060258023;6343 Darren Lodge, West Travis, AZ 25723;2023-01-01;2023-08-22;Active;5;occasional shopper;HOFFMANMOUTH;ORGANIC SEARCH;2023-08-23;MONTHLY;ULTRAPHONE;ELECTRONICS;PHONE;1;2020-11-13;2;2;Exactly bring management increase do.
589;DIANA WONG;0;F;BECKSHIRE;BARBADOS;2271981683292469;859 Rivera View, Ianport, NJ 92781;2022-03-27;2022-09-19;Churned;1;occasional shopper;WEST ANGELA;PAID ADS;2022-10-30;YEARLY;SPEAKERMASTER;ELECTRONICS;SPEAKER;77;2020-12-13;4;5;Health ten window.
590;CAROLYN BROWN;0;M;PORT SYLVIA;SVALBARD & JAN MAYEN ISLANDS;2279417395549344;61887 Willie Port Apt. 416, East Williamland, PR 47646;2021-12-01;2021-12-04;Churned;2;occasional shopper;JESUSCHESTER;PAID ADS;2022-04-23;RARELY;JACKETWEAR;CLOTHING;JACKET;527;2021-11-13;3;1;Brother discover million hear service source real.
591;MICHAEL STONE;0;M;SOUTH TRACIEVILLE;NEW CALEDONIA;2296409306544141;555 Smith Plaza Apt. 720, New Michaelhaven, TN 81067;2023-03-27;2023-04-25;Churned;3;occasional shopper;BECKYLAND;REFERRAL;2023-08-10;YEARLY;COMFORTCHAIR;FURNITURE;CHAIR;5;2023-01-21;3;0;Seek eye until speech.
592;JAKE JOHNSON;0;F;LAKE PATRICKBOROUGH;BULGARIA;2282796589383916;902 Crystal Cliff, Youngview, KS 11358;2022-03-25;2023-06-29;Active;13;high value;SNYDERPORT;ORGANIC SEARCH;2023-07-01;YEARLY;PANTSWEAR;CLOTHING;PANTS;27;2021-05-19;10;2;Republican get amount book fact.
593;MICHAEL HOLLOWAY;0;M;NEW HENRYHAVEN;MYANMAR;2265732327943647;77209 Rachel Prairie Apt. 790, Cuevasborough, NH 06031;2022-05-16;2022-12-17;Churned;14;high value;JACKSONCHESTER;ORGANIC SEARCH;2023-08-14;YEARLY;PANTSFITS;CLOTHING;PANTS;90;2021-10-06;8;3;Work prove practice on forget avoid develop.
594;MICHAEL GOMEZ;0;F;JENNIFERVIEW;UNITED STATES VIRGIN ISLANDS;2705157991533003;39032 Kevin Islands, North Eric, NY 14319;2021-12-21;2022-04-19;Churned;4;occasional shopper;PORT JOANNETON;PAID ADS;2022-06-05;RARELY;NON-FICTIONGUIDE;BOOKS;NON-FICTION;14;2022-04-16;2;1;Fish group light couple.
595;KRISTEN BAILEY PHD;0;M;SOUTH KEITH;PERU;2297426129673435;73767 Kathryn Meadows Apt. 692, West Michelle, TN 45517;2021-12-18;2022-09-21;Churned;12;high value;COLEMANTOWN;ORGANIC SEARCH;2023-07-24;YEARLY;THE ART OF EDUCATIONAL;BOOKS;EDUCATIONAL;1;2021-12-08;0;5;Thank recent peace situation.
596;TRAVIS WILSON;32;M;SIMONFORT;FALKLAND ISLANDS (MALVINAS);2465604908078655;75000 Wilson Green, Coreymouth, LA 06218;2021-11-08;2022-11-28;Churned;1;occasional shopper;KEVINVIEW;REFERRAL;2022-12-08;YEARLY;THE ART OF NON-FICTION;BOOKS;NON-FICTION;989;2021-06-11;4;3;East professor sea bar upon.
597;TRACY RUSSELL;64;F;GREENESHIRE;UKRAINE;2717724029857963;Unit 6146 Box 4728, DPO AP 93279;2023-08-25;2023-08-25;Active;8;frequent shopper;NORTH MELISSAPORT;PAID ADS;2023-08-25;MONTHLY;VEGETABLESBURST;GROCERY;VEGETABLES;48;2021-10-07;10;5;Size military begin ago employee land partner.
598;STEVEN ZIMMERMAN;23;M;CURTISSHIRE;TAJIKISTAN;5474128842689668;405 Jones Green, Jonesview, SC 18001;2023-04-07;2023-07-24;Active;2;occasional shopper;NORTH JOSEPH;ORGANIC SEARCH;2023-08-04;YEARLY;SPEAKERMASTER;ELECTRONICS;SPEAKER;70;2021-06-22;3;4;A sell their itself.
599;BRADLEY AGUILAR;100;F;BECKYSTAD;TIMOR-LESTE;2288756359759350;28863 Richardson Isle, Ortegamouth, NC 87086;2022-11-16;2022-12-08;Churned;3;occasional shopper;JOHNBURGH;ORGANIC SEARCH;2023-04-15;YEARLY;MEGALAPTOP;ELECTRONICS;LAPTOP;32;2022-04-25;1;4;Month yeah cause hot condition two line.
600;MARGARET CANNON;0;M;PORT JUSTINTOWN;MISMATCHED COUNTRY;2692381619351946;704 Garcia Common, Hayesborough, PR 16248;2021-09-05;2022-03-16;Churned;13;high value;DANIELBURY;PAID ADS;2022-08-23;RARELY;UNKNOWN;BOOKS;NON-FICTION;604;2022-05-01;3;2;Either any consumer about.
601;BRETT MOORE;0;M;DANIELPORT;IRAN;2237389055109423;966 Jodi Keys Apt. 308, Middletontown, NC 93644;2022-01-11;2023-06-18;Active;5;occasional shopper;MELISSASHIRE;PAID ADS;2023-08-18;YEARLY;THE ART OF NON-FICTION;BOOKS;NON-FICTION;898;2022-07-17;9;1;Whole up market range.
602;MATTHEW ROBERTS;0;M;LAKE SYLVIA;KENYA;2705610510262447;247 Victoria Club Suite 831, Grayville, VA 32210;2022-08-31;2022-11-01;Churned;4;occasional shopper;CINDYMOUTH;REFERRAL;2023-02-12;YEARLY;PROJACKET;CLOTHING;JACKET;927;2023-02-04;4;6;Wear always agree continue sing difficult half.
603;KRISTIE WALKER;32;F;NORTH HEATHERVILLE;ESTONIA;2714147652055874;44796 Benjamin Crescent, Randallland, AK 47276;2022-01-23;2023-01-21;Churned;7;frequent shopper;EAST KELLY;ORGANIC SEARCH;2023-05-08;YEARLY;CHAIRPLUS;FURNITURE;CHAIR;91;2022-09-26;0;1;Project election which reach my.
604;GREGORY CARTER;0;M;NEW PETER;DENMARK;2720617524004443;997 Allen Canyon, Coryside, OK 63590;2022-10-29;2023-06-09;Active;1;occasional shopper;TINAPORT;REFERRAL;2023-08-10;YEARLY;TASTYVEGETABLES;GROCERY;VEGETABLES;450;2022-10-18;2;6;Boy ten different film significant.
605;RHONDA MONTGOMERY;0;F;PORT BOBBY;SAINT BARTHELEMY;2265937576326416;670 Ronald Dam Apt. 925, Michaelborough, WY 30451;2023-02-03;2023-03-14;Churned;9;frequent shopper;LAKE ANDREWTOWN;ORGANIC SEARCH;2023-05-26;YEARLY;PHONEPRO;ELECTRONICS;PHONE;89;2022-10-29;10;4;Majority possible visit nearly my not.
606;AMANDA RICE;22;M;MILLERTON;ANTARCTICA (THE TERRITORY SOUTH OF 60 DEG S);2292602918753571;16615 Tina Cape, South Brian, PA 29044;2022-10-05;2023-08-15;Active;4;occasional shopper;SOUTH JOSHUABURY;ORGANIC SEARCH;2023-08-20;MONTHLY;THE ART OF NON-FICTION;BOOKS;NON-FICTION;77;2023-06-23;10;0;Citizen write decade person hear eye.
607;DANIEL MARTINEZ;0;M;NEW TARA;SAMOA;2221127400224077;0187 Russo Course Apt. 902, Matthewberg, NV 61212;2023-05-12;2023-07-26;Active;15;high value;LAKE SCOTTHAVEN;REFERRAL;2023-08-16;YEARLY;PHONEMASTER;ELECTRONICS;PHONE;35;2023-04-21;3;4;Miss cut offer military bed guess understand.
608;HALEY BARTON;0;M;DAWNBURGH;KOREA;2720669502908251;Unit 5446 Box 6607, DPO AP 37007;2023-01-08;2023-04-27;Churned;3;occasional shopper;GEORGETON;ORGANIC SEARCH;2023-07-01;YEARLY;PANTSWEAR;CLOTHING;PANTS;113;2021-08-09;4;5;White speak environment effort change.
609;DAVID UNDERWOOD;0;F;AMYLAND;MALAYSIA;2409967192886045;4028 Lori Lodge, Cherylton, LA 51371;2023-01-10;2023-04-17;Churned;1;occasional shopper;RENEEMOUTH;REFERRAL;2023-07-10;YEARLY;SNACKSBURST;GROCERY;SNACKS;68;2022-06-29;3;6;Tree property him ready prevent travel weight green.
610;ERNEST WALSH;55;M;BRYANBURGH;QATAR;5519770735166911;37889 Crystal Fall Apt. 133, Johnsonstad, OR 91558;2021-11-19;2022-06-08;Churned;6;frequent shopper;PORT BRITTNEY;PAID ADS;2023-05-12;RARELY;SHIRTFITS;CLOTHING;SHIRT;37;2022-01-18;0;3;Evening rise memory enjoy.
611;THOMAS PALMER;0;M;NEW MICHAEL;BRITISH VIRGIN ISLANDS;2554749421376367;42822 Sherman Creek Suite 737, Port Michaelland, AS 79898;2023-07-24;2023-07-31;Active;14;high value;SOUTH ZACHARY;PAID ADS;2023-08-24;MONTHLY;SNACKSBURST;GROCERY;SNACKS;961;2021-04-29;4;1;Exist notice keep sea per student.
612;DIANA LEE;0;M;EAST RACHELBOROUGH;NORTH MACEDONIA;2222619488655478;9204 Wendy Dam Suite 655, Larabury, MT 71354;2021-12-12;2022-10-17;Churned;11;high value;KEVINHAVEN;REFERRAL;2023-06-26;YEARLY;PHONEMASTER;ELECTRONICS;PHONE;893;2022-10-19;1;5;Training door knowledge.
613;JOHN MARTINEZ;0;F;PORT DENISETOWN;UGANDA;5439703807381578;116 David Extensions, South Keith, OK 89900;2022-08-15;2022-11-05;Churned;11;high value;NEW TRACY;REFERRAL;2023-06-08;YEARLY;EDUCATIONALGUIDE;BOOKS;EDUCATIONAL;586;2021-12-30;8;6;Need idea late continue bill white.
614;BRIANNA HILL DVM;0;F;WARDFURT;PANAMA;2416429930118273;87718 Melissa Loaf, Mollyburgh, SC 64249;2023-06-19;2023-06-19;Active;14;high value;EAST DAVIDMOUTH;REFERRAL;2023-07-15;YEARLY;EDUCATIONALGUIDE;BOOKS;EDUCATIONAL;76;2021-11-25;4;1;Deal seem week within number ground.
615;KATHERINE WILLIAMS;0;F;WEST SAMUEL;SAO TOME AND PRINCIPE;2700296547004302;93798 Willis Stravenue Suite 915, South Annettehaven, PA 18922;2023-05-24;2023-08-20;Active;4;occasional shopper;HERNANDEZMOUTH;REFERRAL;2023-08-22;MONTHLY;SPEAKERPRO;ELECTRONICS;SPEAKER;2;2021-04-14;0;0;Cost mission beat industry why season civil.
616;ANDREA LARSON;52;F;MOLLYSTAD;HONG KONG;2238058995778766;6498 Sabrina Spur, Hansentown, TX 25128;2022-10-08;2022-10-08;Churned;5;occasional shopper;ALISONBURY;ORGANIC SEARCH;2022-11-14;YEARLY;SHIRTFITS;CLOTHING;SHIRT;30;2022-02-15;3;0;Religious light run big management.
617;MELINDA VILLA;0;F;BRITTNEYSHIRE;MOLDOVA;2595427195105368;8655 Austin View Suite 590, Port Kristy, GA 46528;2023-07-04;2023-08-05;Active;3;occasional shopper;CURTISCHESTER;ORGANIC SEARCH;2023-08-21;MONTHLY;JACKETWEAR;CLOTHING;JACKET;361;2022-06-19;2;6;Senior raise bit personal.
618;BREANNA MILLER;0;M;NORTH OLIVIA;SAN MARINO;5175014181581165;66174 Victor Overpass, Thompsonview, PR 24528;2022-09-05;2023-07-04;Active;8;frequent shopper;SOUTH BRIANSHIRE;PAID ADS;2023-08-18;YEARLY;FICTIONGUIDE;BOOKS;FICTION;201;2021-01-19;5;6;Serve big rate seven.
619;BRIAN PIERCE;0;M;NEW DANIELLE;CHAD;2412855913198094;75970 Barbara Meadow, Richardbury, NY 70392;2022-03-04;2022-10-05;Churned;2;occasional shopper;GOMEZLAND;REFERRAL;2022-11-16;YEARLY;LAPTOPPRO;ELECTRONICS;LAPTOP;68;2021-07-03;1;6;Fund my environmental.
620;DENNIS SALAZAR;34;F;LAKE PAUL;GUADELOUPE;2430035901947244;USNS Nelson, FPO AP 17561;2023-05-12;2023-08-09;Active;9;frequent shopper;WEST JILLPORT;PAID ADS;2023-08-25;MONTHLY;UNKNOWN;FURNITURE;CHAIR;200;2022-11-09;5;0;Realize decide hard history simply.
621;CHRISTOPHER SAVAGE;0;F;ROBERTVIEW;UNITED KINGDOM;2237378913255387;219 Robert Summit Apt. 784, East Maria, CA 27417;2023-03-02;2023-03-21;Churned;1;occasional shopper;BRIANNALAND;ORGANIC SEARCH;2023-08-20;YEARLY;THE ART OF NON-FICTION;BOOKS;NON-FICTION;332;2023-04-15;2;5;Arm consider old about blue community.
622;CHRISTINE CARROLL;0;M;EAST SARAH;REUNION;2270896328877154;7922 Hughes Expressway, Lake Peggyhaven, OH 38987;2023-02-25;2023-04-18;Churned;3;occasional shopper;NEW STEPHANIE;PAID ADS;2023-06-26;YEARLY;EDUCATIONALTALES;BOOKS;EDUCATIONAL;989;2023-06-18;5;2;When son idea develop toward degree ready.
623;JEFFREY CORTEZ;0;F;TAYLORBERG;MALTA;2495997010662216;07536 Justin River, Catherineborough, AK 71920;2022-02-26;2023-08-15;Active;8;frequent shopper;DANIELLEMOUTH;PAID ADS;2023-08-16;MONTHLY;SOFADELUXE;FURNITURE;SOFA;304;2022-03-05;2;3;Experience himself trade despite could large.
624;STEPHANIE RIOS;15;M;WILLIAMSTAD;PALAU;2700323058066270;PSC 8692, Box 5875, APO AP 93895;2022-08-11;2023-05-15;Churned;3;occasional shopper;LAKE ELAINEBURGH;REFERRAL;2023-05-31;YEARLY;ULTRAPHONE;ELECTRONICS;PHONE;86;2022-05-01;3;6;Pretty toward than fire sit.
625;KELSEY TAYLOR;43;M;SCOTTBOROUGH;UNITED STATES OF AMERICA;2604320131029694;90204 Roger Islands, Lake William, NH 08388;2022-06-15;2022-11-14;Churned;15;high value;NORTH MICHAEL;REFERRAL;2023-03-31;YEARLY;MEGASPEAKER;ELECTRONICS;SPEAKER;487;2023-01-02;8;1;Production city next.
626;RYAN CHARLES;0;M;SOUTH WANDA;JORDAN;2299003940959489;PSC 7800, Box 0850, APO AP 76081;2023-07-15;2023-08-18;Active;10;frequent shopper;BISHOPMOUTH;ORGANIC SEARCH;2023-08-25;MONTHLY;BEVERAGESBURST;GROCERY;BEVERAGES;45;2023-01-23;8;4;Stuff yeah clear land suggest.
627;WILLIAM NGUYEN MD;27;F;TIFFANYMOUTH;ANGUILLA;2704105237039179;614 Chapman Ports Apt. 520, Port Sandra, NC 70149;2023-01-22;2023-07-29;Active;14;high value;JENNIFERSTAD;PAID ADS;2023-07-29;MONTHLY;PANTSFITS;CLOTHING;PANTS;40;2020-11-04;5;1;Seat three behavior never conference.
628;MATTHEW TORRES;0;F;WEST RAVENLAND;KAZAKHSTAN;5146683044374855;77792 Timothy Ports Apt. 099, Taylorshire, CO 17293;2022-06-18;2023-06-17;Active;9;frequent shopper;JESSICASIDE;PAID ADS;2023-06-25;YEARLY;TASTYBEVERAGES;GROCERY;BEVERAGES;58;2021-06-22;4;0;Draw act today mean leg.
629;ANTHONY WALKER;0;M;NEW JASMINE;GIBRALTAR;2231615289649495;86069 Woodward Underpass, Lake Jeffrey, RI 87928;2023-05-08;2023-08-11;Active;2;occasional shopper;RICHARDBURY;ORGANIC SEARCH;2023-08-17;MONTHLY;CHAIRPLUS;FURNITURE;CHAIR;433;2022-03-27;8;5;Morning mouth statement forward enough easy court.
630;TYLER MCGUIRE;0;F;NORTH CLAIRE;FINLAND;5367242517013128;97982 Joanna Underpass Suite 648, East Patrickshire, CO 72353;2023-05-10;2023-08-02;Active;14;high value;JEFFVILLE;ORGANIC SEARCH;2023-08-03;MONTHLY;JACKETMASTER;CLOTHING;JACKET;215;2021-02-08;4;2;Likely most common process for hit.
631;NICOLE HAYES;0;F;WEST KATHRYNPORT;KUWAIT;2292443239026268;0628 Vasquez Shoal, Lake Robert, AK 35358;2023-01-11;2023-06-09;Active;3;occasional shopper;CHRISTOPHERSHIRE;REFERRAL;2023-06-11;YEARLY;LAPTOPMASTER;ELECTRONICS;LAPTOP;39;2022-01-01;10;4;Religious time lot pressure join night water teach.
632;BETHANY RAMIREZ;0;M;ORTEGABURY;CZECH REPUBLIC;5564262547397631;778 Jamie Crest, Bartonberg, NE 17575;2022-02-05;2022-04-10;Churned;5;occasional shopper;NORTH MITCHELLBOROUGH;REFERRAL;2023-05-21;RARELY;EDUCATIONALTALES;BOOKS;EDUCATIONAL;866;2021-10-03;0;1;There recently nearly rich though sense.
633;SUSAN HERNANDEZ;39;F;EAST JON;ANDORRA;5130813226181939;959 William Station, Rebeccaport, KS 07534;2023-01-13;2023-03-06;Churned;8;frequent shopper;ELIZABETHTON;PAID ADS;2023-07-04;YEARLY;ULTRALAPTOP;ELECTRONICS;LAPTOP;55;2022-12-19;5;0;Face child there summer cell work.
634;MATTHEW GREEN;0;M;ASHLEYLAND;TAJIKISTAN;5227803388114160;16551 Rios Ports Apt. 807, Taraberg, UT 99802;2022-04-17;2022-10-24;Churned;14;high value;SOUTH JESSICAMOUTH;PAID ADS;2023-03-06;YEARLY;SPEAKERMASTER;ELECTRONICS;SPEAKER;586;2021-01-26;4;1;Little structure investment tree nature court method.
635;VALERIE SAVAGE;69;M;EAST KEVINSTAD;UNITED STATES OF AMERICA;5447883810625037;91412 Gomez Mews, East Meaganside, MH 91846;2023-05-29;2023-06-09;Active;12;high value;MATTHEWMOUTH;REFERRAL;2023-07-26;YEARLY;VEGETABLESBURST;GROCERY;VEGETABLES;406;2023-02-03;6;1;Impact fill drug fly service customer pick lead.
636;JESSE MARTINEZ;0;F;NEW CYNTHIA;ETHIOPIA;5406168269794255;363 Casey Junction Apt. 137, Amandafurt, IA 04520;2022-10-23;2023-01-01;Churned;13;high value;MARTINTON;REFERRAL;2023-01-01;YEARLY;JACKETWEAR;CLOTHING;JACKET;82;2022-03-22;10;1;Yet give bank serious.
637;CHRISTINA WILCOX;66;F;ADKINSBERG;UNITED KINGDOM;5173234720167464;74391 Villarreal Land Suite 272, Camachoshire, VT 07209;2023-03-30;2023-07-22;Active;13;high value;WEST ANNETTEVILLE;ORGANIC SEARCH;2023-07-24;YEARLY;TASTYBEVERAGES;GROCERY;BEVERAGES;86;2022-07-09;2;3;Play personal join but bill.
